Quantity,Price,Country,Description,Review,sentiment,sentiment_score,risk_level,customer_segment,churn_risk,satisfaction_score
17,22.65,France,"Set of 17 Premium Gel Pens, total $22.65",These 17 gel pens are fantastic for $22.65! Smooth writing and vibrant colors. Highly recommend them for artists.,positive,0.9,low,budget_conscious,low,5
26,6.68,Belgium,"Box of 26 Disposable Face Masks, $6.68",The 26 face masks for $6.68 are comfortable and fit well. Good for daily use and travel. Will buy again.,positive,0.7,low,bulk_buyer,low,4
5,3.69,Italy,"Bundle of 5 Microfiber Cleaning Cloths, $3.69",These 5 microfiber cloths for $3.69 are surprisingly effective. Great for kitchen and general cleaning tasks.,positive,0.6,low,budget_conscious,low,4
10,4.12,United Kingdom,"Pack of 10 Stainless Steel S-Hooks, $4.12",The 10 S-hooks for $4.12 are sturdy and versatile. Perfect for organizing my closet and kitchen utensils.,positive,0.7,low,budget_conscious,low,4
5,2.81,United Kingdom,"Small Bag of 5 Organic Herbal Tea Bags, $2.81",These 5 organic tea bags at $2.81 have a lovely aroma and taste. A relaxing treat after a long day. Good value.,positive,0.7,low,budget_conscious,low,4
-1,6.36,Netherlands,"Return of 1 USB-C Cable (6ft), cost $6.36","Returned the 1 USB-C cable ($6.36). It failed within days. The return process was smooth, which was a relief.",negative,-0.6,high,return_prone,medium,2
42,5.14,Belgium,"Box of 42 Assorted Paper Clips, priced at $5.14",The 42 paper clips for $5.14 are standard quality. They hold documents well. Essential office supply.,neutral,0.2,low,bulk_buyer,low,3
2,1.43,Sweden,"Pair of 2 Ergonomic Pencil Grips, only $1.43",These 2 pencil grips for $1.43 are great for kids. They really help with proper hand positioning and reduce fatigue.,positive,0.7,low,budget_conscious,low,4
12,2.47,Portugal,"Pack of 12 Colorful Craft Pipe Cleaners, $2.47",The 12 pipe cleaners at $2.47 are perfect for kids' crafts. Bright colors and easy to bend. Great for art projects.,positive,0.8,low,budget_conscious,low,5
14,1.7,Germany,"Bundle of 14 Small Plastic Storage Bags, $1.70","These 14 storage bags for $1.70 are useful for small items. Not super durable, but good for the price.",neutral,0.3,medium,budget_conscious,low,3
-1,3.43,Italy,"Return of 1 Stainless Steel Straw Set, $3.43",Returned the 1 straw set for $3.43. It was missing a brush cleaner. Disappointed with the incomplete package.,negative,-0.7,high,return_prone,high,1
7,2.97,United Kingdom,"Set of 7 Reusable Produce Bags, total $2.97",These 7 produce bags for $2.97 are a great eco-friendly option. Lightweight and sturdy for groceries.,positive,0.7,low,budget_conscious,low,4
0,1.62,Netherlands,Order for 0 Small Binder Clips at $1.62,"My order for 0 binder clips at $1.62 was cancelled due to stock issues. A bit frustrating, but I understand.",neutral,-0.2,high,return_prone,medium,2
8,2.4,RSA,"Pack of 8 Durable Cable Ties, priced at $2.40",The 8 cable ties for $2.40 are very effective for organizing wires. Strong grip and easy to use. Good purchase.,positive,0.8,low,budget_conscious,low,5
62,1.97,EIRE,"Bulk Pack of 62 Cotton Swabs, only $1.97","These 62 cotton swabs for $1.97 are a fantastic deal. Soft and durable, perfect for various uses around the house.",positive,0.9,low,bulk_buyer,low,5
8,3.14,Bahrain,"Set of 8 Mini Silicone Baking Cups, $3.14",The 8 silicone baking cups for $3.14 are non-stick and easy to clean. Perfect for cupcakes and muffins. Love them!,positive,0.9,low,budget_conscious,low,5
0,6.62,Belgium,"Order for 0 Wireless Mouse, priced at $6.62","The order for 0 wireless mouse at $6.62 was cancelled. It was out of stock. A bit frustrating, but I get it.",neutral,-0.2,high,return_prone,medium,2
51,2.71,Belgium,"Bulk Pack of 51 Small Craft Beads, $2.71",These 51 craft beads for $2.71 are perfect for my jewelry projects. Good variety of colors and shapes. Excellent value.,positive,0.9,low,bulk_buyer,low,5
13,2.05,Spain,"Set of 13 Colorful Hair Ties, total $2.05",The 13 hair ties for $2.05 are strong and don't snag hair. Great for everyday use. My daughter loves the colors.,positive,0.8,low,budget_conscious,low,5
6,7.34,United Kingdom,"Premium Organic Coffee Beans, 12oz Bag",Bought 6 bags for $7.34 each. The rich aroma and smooth taste are exceptional. A truly delightful morning brew.,positive,0.9,low,premium,low,5
64,12.85,Austria,"Bulk Pack AAA Batteries, 64-count",Got 64 batteries for $12.85! Great value for everyday devices. They last a decent amount of time. Very satisfied.,positive,0.7,low,bulk_buyer,low,4
5,3.36,France,"Artisan Sourdough Bread Loaf, 1.5lb","I purchased 5 loaves at $3.36 each. The crust is perfect, and the interior is soft. Fresh and delicious every time.",positive,0.9,low,premium,low,5
10,3.38,Spain,Stainless Steel Kitchen Spatula Set,Ordered 10 spatulas for $3.38 each as gifts. They are sturdy and well-made. Excellent quality for the price point.,positive,0.8,low,bulk_buyer,low,5
14,2.84,United Kingdom,"Colorful Gel Pen Set, Assorted Colors",Bought 14 sets for $2.84 each for my classroom. Kids love the vibrant colors and smooth writing. Good for school.,positive,0.8,low,bulk_buyer,low,4
5,2.47,Cyprus,"Organic Apple Cider Vinegar, 16 fl oz",I bought 5 bottles for $2.47 each. This brand is always reliable for health benefits. Great for dressings too!,positive,0.7,low,budget_conscious,low,4
12,4.77,EIRE,Heavy Duty Microfiber Cleaning Cloths,Purchased 12 cloths at $4.77 each. They are incredibly absorbent and durable. Perfect for all my cleaning needs.,positive,0.9,low,bulk_buyer,low,5
21,3.03,Channel Islands,"Premium Quality Black Tea Bags, 20-ct","Got 21 boxes for $3.03 each for the office. Everyone loves the robust flavor. A good, strong cup of tea every time.",positive,0.9,low,bulk_buyer,low,5
16,2.55,Cyprus,"Assorted Scented Candles, Travel Size",Bought 16 candles at $2.55 each. The scents are lovely and not overpowering. Perfect for small gifts or sampling.,positive,0.9,low,bulk_buyer,low,5
7,1.43,Austria,Eco-Friendly Reusable Shopping Bags,I got 7 bags for $1.43 each. They are surprisingly strong and fold up small. Helps me reduce plastic use. Highly recommend.,positive,0.9,low,budget_conscious,low,5
53,2.2,Greece,"Bulk Pack AA Batteries, 50-count","Needed many batteries, so I bought 53 for $2.20 each. Excellent price for the quantity. They work perfectly in all devices.",positive,0.9,low,bulk_buyer,low,5
26,1.34,France,"Kids' Craft Glitter Glue, Assorted",Purchased 26 tubes for $1.34 each for a school project. The glitter is vibrant and easy for kids to use. Great fun!,positive,0.9,low,bulk_buyer,low,5
4,8.0,United Arab Emirates,"Gourmet Dark Chocolate Bar, 70% Cacao","I bought 4 bars for $8.00 each. The chocolate is rich and smooth, a true indulgence. Worth every penny for the quality.",positive,0.9,low,premium,low,5
11,1.14,Iceland,"Colorful Paper Plates, Party Pack",Got 11 packs for $1.14 each for a party. They were sturdy enough for cake and snacks. Good value for a disposable item.,positive,0.7,low,bulk_buyer,low,4
6,2.84,Portugal,"Natural Wood Clothes Hangers, 6-pack",I purchased 6 packs for $2.84 each. They are solid wood and look great in my closet. Much better than plastic hangers.,positive,0.9,low,premium,low,5
9,1.08,France,"Soft Cotton Hand Towels, Grey",Bought 9 towels for $1.08 each. They are surprisingly soft and absorbent for the price. Excellent for guest bathrooms.,positive,0.9,low,budget_conscious,low,5
9,0.69,United Kingdom,"Basic Ballpoint Pens, Black Ink",Ordered 9 pens for $0.69 each. They write smoothly and reliably. Can't beat the price for everyday office use. Satisfied.,positive,0.9,low,budget_conscious,low,5
8,12.33,Sweden,"High-Performance Blender, Personal Size",I bought 8 blenders for $12.33 each for my small business. They are powerful and easy to clean. Customers love them!,positive,0.9,low,bulk_buyer,low,5
12,1.38,Norway,"Stainless Steel Bottle Opener, 2-pack",Purchased 12 packs for $1.38 each. These openers are very sturdy and work perfectly. Great for gifts or stocking up.,positive,0.9,low,bulk_buyer,low,5
14,2.47,USA,"Aromatic Bath Bombs, Variety Pack","Got 14 packs for $2.47 each. The scents are wonderful, and they dissolve beautifully. Makes bath time a real treat.",positive,0.9,low,bulk_buyer,low,5
-5,5.0,Portugal,Returned 5 units of Premium Coffee Beans,Had to return 5 units; the coffee was just not fresh. Disappointed with the quality for the $5.00 price.,negative,-0.9,high,return_prone,high,1
10,13.26,Portugal,"Organic Whole Wheat Pasta, 10-pack","Bought 10 packs, excellent value at $13.26! The pasta cooks perfectly and tastes great with any sauce.",positive,0.9,low,bulk_buyer,low,5
33,10.97,Australia,Bulk Pack of AA Batteries (33 count),The 33-pack of batteries for $10.97 is a fantastic deal. They last a long time in my devices.,positive,0.85,low,bulk_buyer,low,5
-1,3.36,United Kingdom,Refund for a Single Gourmet Chocolate Bar,"Returned one chocolate bar. It was melted when it arrived, which was a shame for $3.36.",negative,-0.8,high,return_prone,high,1
1,3.13,France,"Single Artisanal Soap Bar, Lavender Scent","Just one bar of soap, but it's lovely! Great scent and quality for $3.13. Will buy again.",positive,0.9,low,premium,low,5
22,1.95,USA,Pack of 22 Disposable Face Masks,Got 22 masks for only $1.95. They are basic but perfect for daily use. Good value.,positive,0.7,low,budget_conscious,low,4
14,2.12,Greece,"Assorted Color Pen Set, 14 count","The 14-count pen set for $2.12 is decent. Some pens skip, but overall, it's a fair purchase.",neutral,0.1,medium,budget_conscious,medium,3
75,9.86,Portugal,"Bulk Cotton Swabs, 75-pack for personal care","75 cotton swabs for $9.86 is a bit pricey, but they are very sturdy and well made.",positive,0.6,low,premium,low,4
1,6.02,Poland,Premium Stainless Steel Bottle Opener,"Just one bottle opener, but it feels very solid. Good quality for $6.02, should last forever.",positive,0.8,low,premium,low,5
7,7.71,Channel Islands,Seven-pack Reusable Shopping Bags,The 7 shopping bags are a good size and sturdy. $7.71 for the set is a reasonable price.,positive,0.7,low,budget_conscious,low,4
-1,1.33,Switzerland,Return of a Small Bag of Potato Chips,"Returned one bag of chips. It was stale upon arrival, not worth the $1.33 price.",negative,-0.9,high,return_prone,high,1
5,6.04,EIRE,Five-pack Microfiber Cleaning Cloths,Bought 5 cloths for $6.04. They work well for various cleaning tasks around the house.,positive,0.6,low,budget_conscious,low,4
3,3.08,Australia,Set of 3 Colorful Kids' Toothbrushes,The 3 toothbrushes for $3.08 are perfect for my kids. Bright colors make brushing fun!,positive,0.8,low,impulse_buyer,low,5
142,2.48,EIRE,Bulk Pack of Disposable Plastic Forks,The 142 forks for $2.48 are great for parties. Very cheap and get the job done easily.,positive,0.8,low,bulk_buyer,low,5
150,0.8,Iceland,"150 Count Paper Napkins, White","Got 150 napkins for just $0.80! Unbelievable value, perfect for everyday use or picnics.",positive,0.95,low,bulk_buyer,low,5
8,0.0,Malta,Complimentary Sample Pack of Tea Bags,"Received 8 free tea bags as a sample. A nice bonus, can't complain about free items!",positive,0.7,low,impulse_buyer,low,4
4,1.58,Austria,Four-pack of Fruit-flavored Lip Balms,"The 4 lip balms for $1.58 are a steal! Great for stocking stuffers, and they smell good.",positive,0.9,low,budget_conscious,low,5
11,9.93,United Kingdom,Eleven-piece Cookware Scrubber Set,Bought 11 scrubbers for $9.93. They work well on tough stains but wear out a bit fast.,neutral,0.2,medium,budget_conscious,medium,3
16,0.55,Switzerland,"Bulk Pack of Small Paper Clips, 16 ct",16 paper clips for $0.55 is incredibly cheap. They are basic but hold papers together.,positive,0.7,low,budget_conscious,low,4
39,19.46,Germany,"Premium Assorted Chocolate Box, 39 pcs",The 39-piece chocolate box for $19.46 was a delightful treat. Each piece was delicious!,positive,0.9,low,premium,low,5
-3,2.5,United Kingdom,Set of 3 Lemon-Scented Cleaning Wipes,"I had to return 3 packs of these wipes at $2.50 each. They didn't clean well, leaving streaks on my surfaces. Quite disappointed with the quality.",negative,-0.8,high,return_prone,high,1
12,6.4,Sweden,Premium Organic Whole Wheat Bread Loaf,Bought 12 loaves at $6.40 each for a charity event. Everyone loved the fresh taste and quality. Great value for bulk purchase!,positive,0.9,low,bulk_buyer,low,5
1,13.07,United Kingdom,"Hand-Crafted Ceramic Coffee Mug, 12oz","This single mug at $13.07 is beautiful! The craftsmanship is superb, and it feels great in hand. A perfect gift for a coffee lover.",positive,0.8,low,premium,low,5
12,2.13,Portugal,Pack of 12 Assorted Color Ballpoint Pens,Got 12 pens for $2.13 each for office supplies. They write smoothly and the colors are vibrant. Excellent for daily use.,positive,0.7,low,bulk_buyer,low,4
15,13.73,Germany,High-Performance Wireless Gaming Mouse,"Ordered 15 gaming mice at $13.73 each for our e-sports club. They perform exceptionally well, with precise tracking. Highly recommended!",positive,0.9,low,bulk_buyer,low,5
-1,1.49,Unspecified,"Single AAA Alkaline Battery, Long-Lasting",I returned one battery that cost $1.49. It drained much faster than expected in my remote. Not very long-lasting at all.,negative,-0.7,high,return_prone,high,1
6,7.24,Germany,"Organic Maple Syrup, Grade A Amber, 16oz","Purchased 6 bottles of this maple syrup, priced at $7.24 each. The taste is rich and authentic. A staple for our breakfast pancakes.",positive,0.7,low,bulk_buyer,low,4
2,8.83,Spain,Ergonomic Gel Wrist Rest for Keyboard,Bought 2 wrist rests at $8.83 each. They are comfortable and provide good support during long hours of typing. My wrists feel much better.,positive,0.7,low,premium,low,4
10,2.24,Channel Islands,Multi-Purpose Microfiber Cleaning Cloth,Got 10 microfiber cloths for just $2.24 each. They are super absorbent and perfect for various cleaning tasks. Great value!,positive,0.8,low,bulk_buyer,low,5
8,5.41,Portugal,"Stainless Steel Water Bottle, 24oz",Ordered 8 water bottles at $5.41 each for the team. They keep drinks cold for hours and are very durable. Everyone loves them!,positive,0.9,low,bulk_buyer,low,5
8,1.31,Austria,Pack of 50 Durable Plastic Forks,"Bought 8 packs of these forks, each costing $1.31. They are surprisingly sturdy for plastic cutlery and perfect for parties. Good deal.",positive,0.7,low,bulk_buyer,low,4
6,6.65,Sweden,Aromatherapy Essential Oil Diffuser,"Got 6 diffusers at $6.65 apiece as gifts. They work wonderfully, filling the room with pleasant scents. Everyone was delighted with them.",positive,0.8,low,bulk_buyer,low,5
35,0.83,Germany,"Small Craft Glue Stick, Acid-Free",Purchased 35 glue sticks for $0.83 each for a school project. They are easy to use and bond quickly. Very affordable and effective.,positive,0.8,low,bulk_buyer,low,5
57,10.46,Spain,"Premium Quality Photo Paper, Glossy","Ordered 57 packs of photo paper, priced at $10.46 each. Prints come out vibrant and professional. Excellent for my photography business.",positive,0.9,low,bulk_buyer,low,5
7,3.92,EIRE,Reusable Canvas Grocery Tote Bag,"Bought 7 tote bags for $3.92 each. They are very sturdy and spacious, perfect for groceries or beach trips. Environmentally friendly choice!",positive,0.8,low,bulk_buyer,low,5
6,5.58,Poland,"Botanical Scented Soy Candle, 8oz","I purchased 6 candles at $5.58 each. The scent is subtle and natural, not overpowering. They burn evenly and last a long time.",positive,0.7,low,bulk_buyer,low,4
